"Sector","Categoría","Subcategoría",Año,"Tipo de GEI","GEI",Gg Gas,"Gg CO2 - eq (GWP)","Gg CO2 - eq (GTP)","Notation Key"
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",2014,"Directo","CO2",1306,5683367,"1306,5683367","1306,5683367",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.5 - Asentamientos",2014,"Directo","CO2",-15,1785315,"-15,1785315","-15,1785315",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.6 - Otras Tierras",2014,"Directo","CO2",-2,3661,"-2,3661","-2,3661",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2014,"Directo","CH4",0,217902,"6,101256","0,871608",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2014,"Directo","N2O",0,0127701,"3,3840765","2,9882034",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",2014,"Directo","CO2",145,5058,"145,5058","145,5058",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",2014,"Directo","N2O",23,98018184,"6354,7481876","5611,36255056",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",2014,"Directo","N2O",5,9732373395,"1582,9078949675","1397,737537443",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",2014,"Directo","N2O",0,0521533699,"13,8206430269","12,2038885596",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",2014,"Directo","CH4",16,25862524,"455,24150672","65,03450096",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2014,"Directo","CO2",242,7464772,"242,7464772","242,7464772",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2014,"Directo","CH4",0,0016977474,"0,0475369272","0,0067909896",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2014,"Directo","N2O",0,0067909896,"1,799612244","1,5890915664",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2014,"Directo","CO2",674,94942252,"674,94942252","674,94942252",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2014,"Directo","CH4",0,062425188,"1,747905264","0,249700752",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2014,"Directo","N2O",0,017835768,"4,72647852","4,173569712",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2016,"Directo","CO2",823,00262544,"823,00262544","823,00262544",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2016,"Directo","CH4",0,0552291317,"1,5464156871","0,2209165267",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2016,"Directo","N2O",0,023875257,"6,3269431135","5,5868101455",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2016,"Directo","CO2",936,61264924,"936,61264924","936,61264924",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2016,"Directo","CH4",0,3858715653,"10,8044038287","1,5434862612",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2016,"Directo","N2O",0,2385107251,"63,2053421594","55,8115096804",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2016,"Directo","CO2",3562,3118639,"3562,3118639","3562,3118639",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2016,"Directo","CH4",0,5885589193,"16,4796497407","2,3542356772",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2016,"Directo","N2O",0,2159292495,"57,2212511122","50,5274443783",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2016,"Directo","CO2",961,21408842,"961,21408842","961,21408842",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2016,"Directo","CH4",4,4451461582,"124,4640924296","17,7805846328",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2016,"Directo","N2O",0,192599034,"51,038744018","45,068173963",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2016,"Directo","CO2",0,0043548615,"0,0043548615","0,0043548615",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2016,"Directo","CH4",0,1341852476,"3,7571869317","0,5367409902",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.1 - Producción de cemento",2016,"Directo","CO2",358,21480496,"358,21480496","358,21480496",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.2 - Producción de cal",2016,"Directo","CO2",92,9073375,"92,9073375","92,9073375",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.3 - Producción de vidrio",2016,"Directo","CO2",1,7411625,"1,7411625","1,7411625",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.4 - Otros usos en procesos de carbonatos",2016,"Directo","CO2",2,1596220139,"2,1596220139","2,1596220139",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.5 - Producción de Carburo",2016,"Directo","CO2",0,29106396,"0,29106396","0,29106396",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2016,"Directo","CO2",4,3385466667,"4,3385466667","4,3385466667",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.1 - Uso de lubricantes",2016,"Directo","CO2",10,377693333,"10,377693333","10,377693333",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.2 - Uso de la cera de parafina",2016,"Directo","CO2",0,3153018774,"0,3153018774","0,3153018774",
"2 - Procesos Industriales y Uso de Productos","2.G - Manufactura y Utilización de Otros Productos","2.G.3 - N2O de Usos de Productos",2016,"Directo","N2O",0,018920068,"5,01381802","4,427295912",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.1 - Fermentación entérica ",2016,"Directo","CH4",704,47476437,"19725,29340236","2817,89905748",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2016,"Directo","CH4",14,823490178,"415,057724984","59,293960712",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2016,"Directo","N2O",0,03410189,"9,037000841","7,979842252",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.1 - Tierras forestales",2016,"Directo","CO2",-16892,715445,"-16892,715445","-16892,715445",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.2 - Tierras de cultivo",2016,"Directo","CO2",2402,3438475,"2402,3438475","2402,3438475",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",2016,"Directo","CO2",560,6509678,"560,6509678","560,6509678",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.5 - Asentamientos",2016,"Directo","CO2",-16,657344,"-16,657344","-16,657344",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.6 - Otras Tierras",2016,"Directo","CO2",-2,6618625,"-2,6618625","-2,6618625",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2016,"Directo","CH4",0,221061,"6,189708","0,884244",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2016,"Directo","N2O",0,012852,"3,40578","3,007368",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",2016,"Directo","CO2",180,60166667,"180,60166667","180,60166667",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",2016,"Directo","N2O",22,601761068,"5989,46668302","5288,812089912",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",2016,"Directo","N2O",5,4314464338,"1439,333304957","1270,9584655092",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",2016,"Directo","N2O",0,0514276879,"13,6283372911","12,0340789665",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",2016,"Directo","CH4",15,67450456,"438,88612768","62,69801824",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2016,"Directo","CO2",297,8531388,"297,8531388","297,8531388",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2016,"Directo","CH4",0,002082933,"0,058322124","0,008331732",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2016,"Directo","N2O",0,008331732,"2,20790898","1,949625288",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2016,"Directo","CO2",460,81469916,"460,81469916","460,81469916",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2016,"Directo","CH4",0,0424667124,"1,1890679472","0,1698668496",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2016,"Directo","N2O",0,0121333464,"3,215336796","2,8392030576",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2017,"Directo","CO2",331,2156546,"331,2156546","331,2156546",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2017,"Directo","CH4",0,0413198102,"1,1569546852","0,1652792407",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2017,"Directo","N2O",0,0210568489,"5,5800649468","4,9273026323",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2017,"Directo","CO2",859,62935893,"859,62935893","859,62935893",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2017,"Directo","CH4",0,3915041511,"10,9621162305","1,5660166044",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2017,"Directo","N2O",0,2454062759,"65,0326631082","57,4250685559",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2017,"Directo","CO2",3718,0993885,"3718,0993885","3718,0993885",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2017,"Directo","CH4",0,2980611361,"8,3457118105","1,1922445444",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2017,"Directo","N2O",0,2524591046,"66,901662719","59,0754304764",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2017,"Directo","CO2",909,03525606,"909,03525606","909,03525606",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2017,"Directo","CH4",4,446788576,"124,510080128","17,787154304",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2017,"Directo","N2O",0,1958946692,"51,9120873407","45,8393525951",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2017,"Directo","CO2",0,0039262963,"0,0039262963","0,0039262963",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2017,"Directo","CH4",0,0960792507,"2,6902190188","0,3843170027",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.1 - Producción de cemento",2017,"Directo","CO2",369,91300098,"369,91300098","369,91300098",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.2 - Producción de cal",2017,"Directo","CO2",110,97708,"110,97708","110,97708",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.4 - Otros usos en procesos de carbonatos",2017,"Directo","CO2",0,776979697,"0,776979697","0,776979697",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.5 - Producción de Carburo",2017,"Directo","CO2",0,17446,"0,17446","0,17446",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2017,"Directo","CO2",3,8382666667,"3,8382666667","3,8382666667",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.1 - Uso de lubricantes",2017,"Directo","CO2",10,2548688,"10,2548688","10,2548688",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.2 - Uso de la cera de parafina",2017,"Directo","CO2",0,3819027221,"0,3819027221","0,3819027221",
"2 - Procesos Industriales y Uso de Productos","2.G - Manufactura y Utilización de Otros Productos","2.G.3 - N2O de Usos de Productos",2017,"Directo","N2O",0,025511318,"6,76049927","5,969648412",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.1 - Fermentación entérica ",2017,"Directo","CH4",702,27767524,"19663,77490672","2809,11070096",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2017,"Directo","CH4",14,798306729,"414,352588412","59,193226916",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2017,"Directo","N2O",0,0327069314,"8,6673368337","7,6534219588",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.1 - Tierras forestales",2017,"Directo","CO2",-14729,253835,"-14729,253835","-14729,253835",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.2 - Tierras de cultivo",2017,"Directo","CO2",2604,8971685,"2604,8971685","2604,8971685",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",2017,"Directo","CO2",-578,42087903,"-578,42087903","-578,42087903",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.5 - Asentamientos",2017,"Directo","CO2",-16,657344,"-16,657344","-16,657344",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.6 - Otras Tierras",2017,"Directo","CO2",-2,6618625,"-2,6618625","-2,6618625",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2017,"Directo","CH4",0,2289585,"6,410838","0,915834",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2017,"Directo","N2O",0,01305675,"3,46003875","3,0552795",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",2017,"Directo","CO2",167,6004,"167,6004","167,6004",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",2017,"Directo","N2O",22,516552649,"5966,886451985","5268,873319866",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",2017,"Directo","N2O",5,4093881817,"1433,4878681505","1265,7968345178",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",2017,"Directo","N2O",0,0504971937,"13,3817563186","11,8163433153",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",2017,"Directo","CH4",15,99179868,"447,77036304","63,96719472",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2017,"Directo","CO2",301,146057,"301,146057","301,146057",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2017,"Directo","CH4",0,0021059604,"0,0589668912","0,0084238416",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2017,"Directo","N2O",0,0084238416,"2,232318024","1,9711789344",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2017,"Directo","CO2",328,21078824,"328,21078824","328,21078824",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2017,"Directo","CH4",0,0305678268,"0,8558991504","0,1222713072",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2017,"Directo","N2O",0,0087336648,"2,314421172","2,0436775632",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2018,"Directo","CO2",759,75598728,"759,75598728","759,75598728",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2018,"Directo","CH4",0,0569098491,"1,5934757737","0,2276393962",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2018,"Directo","N2O",0,0246035311,"6,51993575","5,7572262849",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2018,"Directo","CO2",913,06987509,"913,06987509","913,06987509",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2018,"Directo","CH4",0,4029870362,"11,2836370147","1,611948145",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2018,"Directo","N2O",0,2529088456,"67,0208440919","59,1806698774",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2018,"Directo","CO2",3671,1869761,"3671,1869761","3671,1869761",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2018,"Directo","CH4",0,294679199,"8,2510175717","1,178716796",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2018,"Directo","N2O",0,2504944437,"66,3810275752","58,6156998211",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2018,"Directo","CO2",922,03620874,"922,03620874","922,03620874",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2018,"Directo","CH4",4,4454484288,"124,4725560064","17,7817937152",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2018,"Directo","N2O",0,1944350801,"51,5252962371","45,4978087528",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2018,"Directo","CO2",0,0046419602,"0,0046419602","0,0046419602",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2018,"Directo","CH4",0,1430631387,"4,0057678828","0,5722525547",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.1 - Producción de cemento",2018,"Directo","CO2",388,71645184,"388,71645184","388,71645184",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.2 - Producción de cal",2018,"Directo","CO2",94,04492475,"94,04492475","94,04492475",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.4 - Otros usos en procesos de carbonatos",2018,"Directo","CO2",1,976383355,"1,976383355","1,976383355",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.5 - Producción de Carburo",2018,"Directo","CO2",0,14718,"0,14718","0,14718",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2018,"Directo","CO2",3,79643,"3,79643","3,79643",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.1 - Uso de lubricantes",2018,"Directo","CO2",9,4622,"9,4622","9,4622",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.2 - Uso de la cera de parafina",2018,"Directo","CO2",0,4047813569,"0,4047813569","0,4047813569",
"2 - Procesos Industriales y Uso de Productos","2.G - Manufactura y Utilización de Otros Productos","2.G.3 - N2O de Usos de Productos",2018,"Directo","N2O",0,0121280235,"3,2139262275","2,837957499",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.1 - Fermentación entérica ",2018,"Directo","CH4",686,20253141,"19213,67087948","2744,81012564",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2018,"Directo","CH4",14,439663103,"404,310566884","57,758652412",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2018,"Directo","N2O",0,0279915035,"7,4177484331","6,5500118239",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.1 - Tierras forestales",2018,"Directo","CO2",-12885,528873,"-12885,528873","-12885,528873",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.2 - Tierras de cultivo",2018,"Directo","CO2",2488,82521,"2488,82521","2488,82521",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",2018,"Directo","CO2",-123,12490135,"-123,12490135","-123,12490135",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.5 - Asentamientos",2018,"Directo","CO2",-16,657344,"-16,657344","-16,657344",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.6 - Otras Tierras",2018,"Directo","CO2",-2,6618625,"-2,6618625","-2,6618625",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2018,"Directo","CH4",0,2068455,"5,791674","0,827382",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2018,"Directo","N2O",0,01248345,"3,30811425","2,9211273",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",2018,"Directo","CO2",217,88743951,"217,88743951","217,88743951",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",2018,"Directo","N2O",22,256803902,"5898,05303403","5208,092113068",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",2018,"Directo","N2O",5,3902495661,"1428,4161350165","1261,3183984674",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",2018,"Directo","N2O",0,0467069609,"12,3773446364","10,9294288487",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",2018,"Directo","CH4",15,79012292,"442,12344176","63,16049168",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2018,"Directo","CO2",323,2984158,"323,2984158","323,2984158",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2018,"Directo","CH4",0,002260872,"0,063304416","0,009043488",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2018,"Directo","N2O",0,009043488,"2,39652432","2,116176192",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2018,"Directo","CO2",454,38377436,"454,38377436","454,38377436",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2018,"Directo","CH4",0,0421150212,"1,1792205936","0,1684600848",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2018,"Directo","N2O",0,0120328632,"3,188708748","2,8156899888",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2019,"Directo","CO2",610,78964328,"610,78964328","610,78964328",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2019,"Directo","CH4",0,0437635635,"1,2253797788","0,1750542541",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2019,"Directo","N2O",0,0182037552,"4,8239951267","4,2596787156",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2019,"Directo","CO2",857,74115399,"857,74115399","857,74115399",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2019,"Directo","CH4",0,4003890431,"11,2108932068","1,6015561724",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2019,"Directo","N2O",0,2457321094,"65,119008991","57,5013135996",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2019,"Directo","CO2",3789,4026487,"3789,4026487","3789,4026487",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2019,"Directo","CH4",0,3019644464,"8,4550044992","1,2078577856",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2019,"Directo","N2O",0,2567899749,"68,0493433485","60,0888541266",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2019,"Directo","CO2",871,90104013,"871,90104013","871,90104013",
